Machine,IP,OS,Reg_Date,Vendor,Model,Serial,Tag,Warranty_Expiration,Warranty_Extension,Ship_Date,CPU,Disk,RAM,NIC,UUID,Building,Room,Rack,Size,Function,Level,Priority,Service,Department,Contact,Authorized_Requesters,Solutionary,Backup,Chef_Org,Hosting_Type
oit-appdev-dev-ci-01.oit.umn.edu,128.101.122.109,rhel-x86_64-server-7,2017-03-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 a5 4a 12 a5 87 cf-61 e3 fb 58 52 1b 27 1c,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,1831,NA,4223a54a12a587cf61e3fb58521b271c,WBOB,VM,VM,VM,Jenkins CI server,Development,3,Hosting,appdev,jake@umn.edu,Jake,No,Yes,oit-hosting,Fully Managed
oit-applesus.oit.umn.edu,128.101.2.153,rhel-x86_64-server-6,2015-03-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 a0 cf 1d 0e 73 ff-3e 58 d8 b1 71 f5 8d 1a,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1998,eth0-00:50:56:a3:7e:9d-128.101.2.153,4223a0cf1d0e73ff3e58d8b171f58d1a,WBOB,VM,VM,VM,AppleSUS,Production,NA,Academic Technology Spaces,OIT,lab1stop@umn.edu,dlhughes,Yes,Yes,NA,NA
oit-artifactory-prd-01.oit.umn.edu,128.101.122.127,rhel-x86_64-server-7,2017-06-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 d8 4c 29 34 4b 96-38 8c 4d 2c e1 c2 e8 15,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3783,NA,4223d84c29344b96388c4d2ce1c2e815,WBOB,VM,VM,VM,Artifactory Server,Production,3,Hosting,OIT,oialinux@umn.edu,oialinux@umn.edu,No,Yes,oit-hosting,Fully Managed
oit-artifactory-tst-01.oit.umn.edu,128.101.122.113,rhel-x86_64-server-7,2017-06-28,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 63 85 a4 f3 b1 f5-51 65 0f 7c 8b 8b b6 1e,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3783,NA,42236385a4f3b1f551650f7c8b8bb61e,WBOB,VM,VM,VM,Artifactory Server,Test,3,Hosting,OIT,oialinux@umn.edu,oialinux@umn.edu,No,Yes,oit-hosting,Fully Managed
oit-ax-prd01.oit.umn.edu,192.168.53.232,rhel-x86_64-server-6,2013-02-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b9 8d dd de 25 e1-40 b4 08 ee b1 d6 b7 9b,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,50G,5977,eth0-00:50:56:a3:4b:57-192.168.53.232 eth1-00:50:56:a3:6c:e8-192.168.59.151,4223b98dddde25e140b408eeb1d6b79b,WBOB,VM,VM,VM,prd env for axway,Production,1,Data Center Operations,OIT,swadm@umn.edu,myer0244 ryan ejolsen kuron002 acker258 farre306,Yes,Yes,NA,NA
oit-ax-prd02.oit.umn.edu,192.168.53.233,rhel-x86_64-server-6,2013-02-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 98 40 ec 4c fd f3-a6 24 81 f7 87 cf f8 4f,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,50G,5977,eth0-00:50:56:a3:4b:58-192.168.53.233 eth1-00:50:56:a3:47:68-192.168.59.152,42239840ec4cfdf3a62481f787cff84f,WBOB,VM,VM,VM,prd env for axway,Production,1,Data Center Operations,OIT,swadm@umn.edu,lars3064 myer0244 ryan ejolsen,Yes,Yes,NA,NA
oit-ax-tst01.oit.umn.edu,192.168.53.231,rhel-x86_64-server-6,2013-02-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 4b f6 ec 77 10 68-4c 11 7d e0 a3 f2 05 72,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,50G,5977,eth0-00:50:56:a3:4b:56-192.168.53.231,42234bf6ec7710684c117de0a3f20572,WBOB,VM,VM,VM,tst/dr env for axway,Test,2,Data Center Operations,OIT,swadm@umn.edu,myer0244 ryan ejolsen kuron002 acker258 farre306,Yes,Yes,NA,NA
oit-axway-prd-edg-01.oit.umn.edu,10.32.136.169,rhel-x86_64-server-7,2017-06-30,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 37 01 42 94 45 fd-de 36 8f e1 7e 9e 10 9f,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,42233701429445fdde368fe17e9e109f,WBOB,VM,VM,VM,Axway File transfer edge server,Production,3,Data Center Operations,OIT,kuron002@umn.edu,kuron002 jorde003 farre306,No,Yes,oit-hosting,Fully Managed
oit-axway-prd-edg-02.oit.umn.edu,10.32.136.170,rhel-x86_64-server-7,2017-06-30,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 dd 4a 30 bf 60 48-dc a5 03 2d bf 2d 61 da,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223dd4a30bf6048dca5032dbf2d61da,WBOB,VM,VM,VM,Axway File transfer edge server,Production,3,Data Center Operations,OIT,kuron002@umn.edu,kuron002 jorde003 farre306,No,Yes,oit-hosting,Fully Managed
oit-axway-prd-srv-01.oit.umn.edu,10.32.136.165,rhel-x86_64-server-7,2017-06-27,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 e3 e6 90 09 33 11-8d d4 68 61 86 39 fc 4d,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223e3e6900933118dd468618639fc4d,WBOB,VM,VM,VM,Axway File Transfer,Production,3,Data Center Operations,OIT,kuron002@umn.edu,kuron002 jorde003 farre306,No,Yes,oit-hosting,Fully Managed
oit-axway-prd-srv-02.oit.umn.edu,10.32.136.166,rhel-x86_64-server-7,2017-06-27,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 6e ce 9b 35 3f 91-7b f0 77 f6 ac 95 06 21,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,42236ece9b353f917bf077f6ac950621,WBOB,VM,VM,VM,Axway File Transfer,Production,3,Data Center Operations,OIT,kuron002@umn.edu,kuron002 jorde003 farre306,No,Yes,oit-hosting,Fully Managed
oit-axway-tst-edg-01.oit.umn.edu,10.32.136.142,rhel-x86_64-server-7,2017-04-24,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 db 18 95 b8 4a 3a-2e f4 32 0f 78 f1 a8 2d,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223db1895b84a3a2ef4320f78f1a82d,WBOB,VM,VM,VM,Axway File transfer edge server,Test,3,Data Center Operations,OIT,kuron002@umn.edu,kuron002 jorde003 farre306,No,Yes,oit-hosting,Fully Managed
oit-axway-tst-edg-02.oit.umn.edu,10.32.136.143,rhel-x86_64-server-7,2017-04-24,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 3b dd 4e b3 52 29-39 aa c6 d5 20 69 30 90,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,42233bdd4eb3522939aac6d520693090,WBOB,VM,VM,VM,Axway File transfer edge server,Test,3,Data Center Operations,OIT,kuron002@umn.edu,kuron002 jorde003 farre306,No,Yes,oit-hosting,Fully Managed
oit-axway-tst-srv-01.oit.umn.edu,10.32.136.139,rhel-x86_64-server-7,2017-04-24,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 d4 e3 89 39 2a 93-96 c6 15 30 dd 7d 4d 25,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,11847,NA,4223d4e389392a9396c61530dd7d4d25,WBOB,VM,VM,VM,Axway File transfer,Test,3,Data Center Operations,OIT,kuron002@umn.edu,kuron002 jorde003 farre306,No,Yes,oit-hosting,Fully Managed
oit-axway-tst-srv-02.oit.umn.edu,10.32.136.140,rhel-x86_64-server-7,2017-04-24,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 35 2f 54 cb 8e f6-5b ab dd 74 eb 12 93 ce,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,11847,NA,4223352f54cb8ef65babdd74eb1293ce,WBOB,VM,VM,VM,Axway File transfer,Test,3,Data Center Operations,OIT,kuron002@umn.edu,kuron002 jorde003 farre306,No,Yes,oit-hosting,Fully Managed
oit-biapp-dev01.oit.umn.edu,10.32.110.177,rhel-x86_64-server-7,2016-06-22,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 51 80 4e f7 6e f3-94 11 f8 26 88 79 b3 56,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7823,NA,422351804ef76ef39411f8268879b356,WBOB,VM,VM,VM,OBIEE 12 Dev server,Development,2,Reporting,OIT,tjcall@umn.edu,tjcall@umn.edu mbern@umn.edu carl0426@umn.edu dobki001@umn.edu lewer003@umn.edu k-laab@umn.edu nate-wer@umn.edu,No,Yes,NA,NA
oit-biapp-dmo01.oit.umn.edu,128.101.122.34,rhel-x86_64-server-7,2016-12-15,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 5f a0 45 7e 64 c3-53 48 e7 0f 58 ce f5 35,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,NA,7815,NA,42235fa0457e64c35348e70f58cef535,WBOB,NA,NA,NA,OBIEE server,Development,2,Reporting,OIT,pssa-l@umn.edu,tjcall  mbern,NA,NA,oit-hosting,Fully Managed
oit-biapp-prd01.oit.umn.edu,10.32.110.200,rhel-x86_64-server-7,2016-07-08,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ac bb 0a 07 3c 9c-f9 2b 79 a7 53 08 f1 24,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7823,NA,4223acbb0a073c9cf92b79a75308f124,WBOB,VM,VM,VM,OBIEE 12 QAT server,Production,1,Reporting,OIT,pssa-l@umn.edu,tjcall@umn.edu mbern@umn.edu carl0426@umn.edu dobki001@umn.edu lewer003@umn.edu k-laab@umn.edu nate-wer@umn.edu,No,Yes,NA,NA
oit-biapp-qat01.oit.umn.edu,10.32.110.201,rhel-x86_64-server-7,2016-07-08,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 74 1b 1b 34 61 d1-ea 9d d7 6a 9e 97 5b 73,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7823,NA,4223741b1b3461d1ea9dd76a9e975b73,WBOB,VM,VM,VM,OBIEE 12 QAT server,Test,1,Reporting,OIT,tjcall@umn.edu,tjcall@umn.edu mbern@umn.edu carl0426@umn.edu dobki001@umn.edu lewer003@umn.edu k-laab@umn.edu nate-wer@umn.edu,No,Yes,NA,NA
oit-biapp-rpt01.oit.umn.edu,134.84.212.89,rhel-x86_64-server-7,2016-07-08,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 42 8d 70 0a 8c 83-49 17 63 e9 8d 7e 15 4a,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7823,NA,4223428d700a8c83491763e98d7e154a,WBOB,VM,VM,VM,OBIEE 12 RPRT server,Production,1,Reporting,OIT,pssa-l@umn.edu,tjcall@umn.edu mbern@umn.edu carl0426@umn.edu dobki001@umn.edu lewer003@umn.edu k-laab@umn.edu nate-wer@umn.edu,No,Yes,NA,NA
oit-biapp-snd01.oit.umn.edu,10.32.110.207,rhel-x86_64-server-7,2016-07-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 38 b0 06 aa 0c c1-14 2f 24 69 91 20 b9 da,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7823,NA,422338b006aa0cc1142f24699120b9da,WBOB,VM,VM,VM,OBIEE 12 SND server,Development,2,Reporting,OIT,pssa-l@umn.edu,tjcall@umn.edu mbern@umn.edu yenga001@umn.edu carl0426@umn.edu dobki001@umn.edu lewer003@umn.edu k-laab@umn.edu nate-wer@umn.edu,No,Yes,NA,NA
oit-bksprod01.oit.umn.edu,134.84.231.181,rhel-x86_64-server-6,2012-04-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 27 4f d0 55 bc 38-08 2a 1e 48 79 72 39 21,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X7560  @ 2.27GHz,NA,5981,eth0-00:50:56:b0:72:54-134.84.231.181 eth0:2-00:50:56:b0:72:54-134.84.231.215 eth0:3-00:50:56:b0:72:54-134.84.231.216 eth0:1-00:50:56:b0:72:54-134.84.231.214,4230274fd055bc38082a1e4879723921,WBOB,NA,NA,NA,Production application/web server,Production,1,Hosting,OIT,bkstris@umn.edu,lars3064 myer0244 ryan ejolsen olne0009,No,NA,NA,NA
oit-bksprod02.oit.umn.edu,134.84.231.182,rhel-x86_64-server-6,2012-04-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 01 f4 ae 9e 4f 4d-ed a2 e0 39 68 75 5b 35,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           E5530  @ 2.40GHz,NA,5852,eth0-00:50:56:b0:72:55-134.84.231.182,423001f4ae9e4f4deda2e03968755b35,WBOB,NA,NA,NA,Production application/web server,Production,1,Hosting,OIT,swadm@software.umn.edu,lars3064 myer0244 ryan ejolsen,No,NA,NA,NA
oit-bookstores-drupal-dev.oit.umn.edu,134.84.192.100,rhel-x86_64-server-6,2013-08-29,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 31 f5 f7 6e d5 02-de 3d 1f 72 c2 2b 4b 26,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,80G,3954,eth0-00:50:56:a3:6a:4e-134.84.192.100,422331f5f76ed502de3d1f72c22b4b26,WBOB,VM,VM,VM,Bookstores Drupal dev,Development,3,Hosting,OIT,lars3064@umn.edu,lars3064 myer0244 ryan ejolsen jonas,Yes,Yes,NA,NA
oit-cap-dev-01.oit.umn.edu,128.101.122.149,rhel-x86_64-server-7,2017-06-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 d9 29 dc c9 03 82-c1 c4 97 31 8f f3 d3 e9,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223d929dcc90382c1c497318ff3d3e9,WBOB,VM,VM,VM,testing,Development,3,Student Administration,OIT,brown285@umn.edu,ryan,No,No,oit-appdev,Jointly Managed
oit-cap-dev-02.oit.umn.edu,128.101.122.150,rhel-x86_64-server-7,2017-06-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 f6 dd 88 6f 2d de-43 f8 c2 33 3e c7 74 1e,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223f6dd886f2dde43f8c2333ec7741e,WBOB,VM,VM,VM,testing,Development,3,Student Administration,OIT,brown285@umn.edu,ryan,No,No,oit-appdev,Jointly Managed
oit-cap-plt-01.oit.umn.edu,128.101.122.147,rhel-x86_64-server-7,2017-06-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 44 56 1a 38 03 33-5b 00 85 62 41 1b 92 95,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,422344561a3803335b008562411b9295,WBOB,VM,VM,VM,testing,Development,3,Student Administration,OIT,ryan@umn.edu,ryan,No,No,oit-appdev,Jointly Managed
oit-cap-plt-02.oit.umn.edu,128.101.122.148,rhel-x86_64-server-7,2017-06-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 77 ff f6 f6 28 82-b0 74 6d 72 95 42 4a 92,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,422377fff6f62882b0746d7295424a92,WBOB,VM,VM,VM,testing,Development,3,Student Administration,OIT,ryan@umn.edu,ryan,No,No,oit-appdev,Jointly Managed
oit-cap-prd-30-web--05.oit.umn.edu,128.101.2.161,rhel-x86_64-server-6,2015-04-21,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 cb 82 49 70 72 cf-54 95 1e 97 dc 18 ca 49,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,7993,eth1-00:50:56:a3:3d:67-NA eth0-00:50:56:a3:68:09-128.101.2.161,4223cb82497072cf54951e97dc18ca49,WBOB,VM,VM,VM,ESUP CAP (Pillar 3.0),Production,NA,Student Administration,OIT,swadm@umn.edu,lars3064 ryan ejolsen probs007 myer0244,Yes,Yes,NA,NA
oit-cap-prd-30-web--06.oit.umn.edu,128.101.2.162,rhel-x86_64-server-6,2015-04-21,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 10 d1 c9 bb f4 ca-b4 77 9b 39 f6 c8 c0 26,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,7993,eth0-00:50:56:a3:1e:43-128.101.2.162 eth1-00:50:56:a3:33:05-NA,422310d1c9bbf4cab4779b39f6c8c026,WBOB,VM,VM,VM,ESUP CAP (Pillar 3.0),Production,NA,Student Administration,OIT,swadm@umn.edu,lars3064 ryan ejolsen probs007 myer0244,Yes,Yes,NA,NA
oit-cap-prd-30-web--07.oit.umn.edu,128.101.2.163,rhel-x86_64-server-6,2015-04-21,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 e4 c1 24 78 68 18-10 6c de 81 06 63 9b 2f,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,7993,eth1-00:50:56:a3:4c:f4-NA eth0-00:50:56:a3:3d:50-128.101.2.163,4223e4c124786818106cde8106639b2f,WBOB,VM,VM,VM,ESUP CAP (Pillar 3.0),Production,NA,Student Administration,OIT,swadm@umn.edu,lars3064 ryan ejolsen probs007 myer0244,Yes,Yes,NA,NA
oit-cap-prd-30-web--08.oit.umn.edu,128.101.2.164,rhel-x86_64-server-6,2015-04-21,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 89 97 7d af 8c 74-59 45 83 6e 30 54 99 bd,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,7993,eth1-00:50:56:a3:07:6e-NA eth0-00:50:56:a3:76:9b-128.101.2.164,422389977daf8c745945836e305499bd,WBOB,VM,VM,VM,ESUP CAP (Pillar 3.0),Production,NA,Student Administration,OIT,swadm@umn.edu,lars3064 ryan ejolsen probs007 myer0244,Yes,Yes,NA,NA
oit-cap-prd-jenkins.oit.umn.edu,134.84.192.239,rhel-x86_64-server-6,2014-06-03,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 54 79 8c 4a 03 7c-e2 cc 22 32 9e 8f 68 40,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,60G,7993,eth0-00:50:56:a3:6e:e2-134.84.192.239,422354798c4a037ce2cc22329e8f6840,WBOB,VM,VM,VM,CAP Jenkins server,Production,NA,Student Administration,OIT,swadm@umn.edu,lars3064 myer0244 ryan ejolsen kerzn002,Yes,Yes,NA,NA
oit-cap-qa-30-web-03.oit.umn.edu,128.101.2.176,rhel-x86_64-server-6,2015-05-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ed 65 65 15 f4 86-a4 0e dd 99 89 72 bd 1f,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,120G,7993,eth0-00:50:56:a3:54:c0-128.101.2.176,4223ed656515f486a40edd998972bd1f,WBOB,VM,VM,VM,ESUP CAP (Pillar 3.0),Production,NA,Student Administration,OIT,swadm@umn.edu,lars3064 ryan ejolsen probs007 myer0244,Yes,Yes,NA,NA
oit-cap-qa-30-web-04.oit.umn.edu,128.101.2.177,rhel-x86_64-server-6,2015-05-26,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 8a c3 67 8a de 7c-a4 23 7f 92 0c 2a 21 b9,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,120G,7993,eth0-00:50:56:a3:52:9f-128.101.2.177,42238ac3678ade7ca4237f920c2a21b9,WBOB,VM,VM,VM,ESUP CAP (Pillar 3.0),Production,NA,Student Administration,OIT,swadm@umn.edu,lars3064 ryan ejolsen probs007 myer0244,Yes,Yes,NA,NA
oit-cap-ss-30-web-02.oit.umn.edu,128.101.2.165,rhel-x86_64-server-6,2015-04-21,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b8 8e fd 7e f4 b8-ca 01 f7 10 7b f7 ce 98,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,7993,eth1-00:50:56:a3:65:43-NA eth0-00:50:56:a3:1d:54-128.101.2.165,4223b88efd7ef4b8ca01f7107bf7ce98,WBOB,VM,VM,VM,ESUP CAP (Pillar 3.0),Production,NA,Student Administration,OIT,swadm@umn.edu,lars3064 ryan ejolsen probs007 myer0244,Yes,Yes,NA,NA
oit-casperdp-tst-web-01.oit.umn.edu,128.101.122.122,rhel-x86_64-server-7,2017-04-17,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b1 ff d4 3c b4 3f-2f b4 61 01 85 85 8c 95,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223b1ffd43cb43f2fb4610185858c95,WBOB,VM,VM,VM,Casper Software Distribution point,Test,3,Academic Technology Spaces,OIT,reno@umn.edu,dlhughes,No,No,oit-hosting,Jointly Managed
oit-casperdp-tst-web-02.oit.umn.edu,128.101.122.124,rhel-x86_64-server-7,2017-04-17,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 6d 07 af 37 44 91-ae 2a 43 bb 16 d7 58 c2,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,42236d07af374491ae2a43bb16d758c2,WBOB,VM,VM,VM,Casper Software Distribution point,Test,3,Academic Technology Spaces,OIT,reno@umn.edu,dlhughes,No,No,oit-hosting,Jointly Managed
oit-casper-prd-web-03.oit.umn.edu,128.101.122.123,rhel-x86_64-server-7,2017-04-17,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 4a 86 70 28 90 0e-a6 b4 12 50 64 96 d2 12,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3783,NA,42234a867028900ea6b412506496d212,WBOB,VM,VM,VM,Jamf Pro (Casper) JSS,Production,3,Computer and Device Support,OIT,reno@umn.edu,dlhughes,No,Yes,oit-hosting,Fully Managed
oit-chef-prd-analytics.oit.umn.edu,10.32.110.167,rhel-x86_64-server-7,2016-04-13,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 76 d3 e2 9b 4c ef-78 a3 b9 92 69 20 99 87,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7823,NA,422376d3e29b4cef78a3b99269209987,WBOB,VM,VM,VM,OIT,Production,1,Hosting,OIT,bearfoot@umn.edu,bearfoot@umn.edu,No,Yes,NA,NA
oit-chef-prd-jenkins-01.oit.umn.edu,134.84.212.69,rhel-x86_64-server-7,2015-11-24,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ca 2a d2 91 fb 50-74 5b c4 33 b6 91 1f 33,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,15887,NA,4223ca2ad291fb50745bc433b6911f33,WBOB,VM,VM,VM,Chef Jenkins,Production,1,Hosting,OIT,swadm@umn.edu,lars3064@umn.edu myer0244@umn.edu ryan@umn.edu ejolsen@umn.edu probs007@umn.edu chowd062@umn.edu,No,Yes,NA,NA
oit-chef-tools-01.oit.umn.edu,134.84.231.1,rhel-x86_64-server-6,2014-09-24,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 29 01 a8 82 0a 04-6b 40 22 4c 86 1f 5f 2b,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,60G,3953,eth0-00:50:56:a3:54:9b-134.84.231.1,42232901a8820a046b40224c861f5f2b,WBOB,VM,VM,VM,Knife workstation  Berkshelf API  Jenkins,Production,NA,Hosting,OIT,swadm@umn.edu,lars3064 ryan kerzn002 myer0244 ejolsen,Yes,Yes,NA,NA
oit-chef-tools-02.oit.umn.edu,134.84.231.56,rhel-x86_64-server-7,2015-06-02,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 7c 79 07 a7 dd 66-cd 83 e7 cd 41 c5 ef 76,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3792,NA,42237c7907a7dd66cd83e7cd41c5ef76,WBOB,VM,VM,VM,SWA Jenkins System,Production,1,Hosting,OIT,swadm@software.umn.edu,swadm@software.umn.edu,No,Yes,NA,NA
oit-chef-tst-analytics.oit.umn.edu,10.32.110.166,rhel-x86_64-server-7,2016-04-06,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 eb 25 54 7b b4 45-b8 a3 7a 33 65 2a 6c 10,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3791,NA,4223eb25547bb445b8a37a33652a6c10,WBOB,VM,VM,VM,OIT,Test,3,Hosting,OIT,bearfoot@umn.edu,bearfoot@umn.edu,No,Yes,NA,NA
oit-clnaddr-prd-01.oit.umn.edu,192.168.216.34,rhel-x86_64-server-6,2014-09-30,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b8 08 bd 7e 24 30-30 a5 da 18 62 16 84 b6,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X7560  @ 2.27GHz,80G,3953,eth0-00:50:56:a3:13:07-192.168.216.34,4223b808bd7e243030a5da18621684b6,WBOB,VM,VM,VM,Clean Address,Production,NA,Finance Admin Human Resources Admin Student Admin,OIT,swadm@umn.edu,lars3064 ryan kerzn002 myer0244 ejolsen,Yes,Yes,NA,NA
oit-clnaddr-test-01.oit.umn.edu,192.168.216.33,rhel-x86_64-server-6,2014-09-30,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b5 04 e9 1b a7 6d-08 f1 5a 66 91 59 9c 23,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,80G,3953,eth0-00:50:56:a3:6c:55-192.168.216.33,4223b504e91ba76d08f15a6691599c23,WBOB,VM,VM,VM,Clean Address,Test,NA,Finance Admin Human Resources Admin Student Admin,OIT,swadm@umn.edu,lars3064 ryan kerzn002 myer0244 ejolsen,Yes,Yes,NA,NA
